Type,Price,Coupon,Maturity,YTM,CurrentYield,Rating
'Corp',116.17,9.46,'09-Feb-2015',5.049,8.143238358,'BB'
'Corp',90.84,6.2,'04-May-2036',5.329,6.825187142,'A'
'Corp',97.06,9.04,'08-Dec-2014',8.981,9.313826499,'B'
'Corp',108.11,5.83,'08-Sep-2014',3.893,5.392655629,'A'
'Corp',119.65,8.92,'25-Apr-2014',5.206,7.455077309,'A'
'Corp',109.87,4.46,'25-Sep-2013',2.48,4.05934286,'AAA'
'Corp',95.8,4.01,'01-Jul-2016',3.667,4.185803758,'A'
'Corp',124.64,5.14,'29-Jul-2019',3.379,4.123876765,'AAA'
'Corp',137.31,6.41,'01-Aug-2038',3.674,4.668268881,'A'
'Corp',145.32,7.55,'17-Jul-2038',4.087,5.195430773,'BBB'
'Corp',81.4,10.69,'14-Nov-2016',8.851,13.13267813,'B'
'Corp',117.46,4.59,'21-Jun-2018',3.608,3.907713264,'AAA'
'Corp',102.05,0.88,'12-Nov-2014',0.841,0.862322391,'AAA'
'Corp',113.98,4.66,'15-Jul-2020',3.451,4.088436568,'BBB'
'Corp',103.63,3.59,'24-Sep-2015',2.927,3.464247805,'BBB'
'Corp',109.7,3.11,'21-Jul-2017',2.545,2.835004558,'AA'
'Corp',96.83,7.22,'21-Aug-2017',4.793,7.456366828,'B'
'Corp',90.53,6.37,'17-Mar-2034',4.697,7.036341544,'A'
'Corp',104.28,5.27,'26-Aug-2025',3.797,5.053701573,'AA'
'Corp',108.19,4.44,'18-Dec-2014',3.803,4.103891302,'BBB'
'Corp',114.46,7.08,'07-Mar-2026',4.318,6.18556701,'A'
'Corp',102.74,5.93,'30-May-2021',5.443,5.771851275,'BBB'
'Corp',95.03,7.7,'26-Jun-2020',6.164,8.102704409,'BBB'
'Corp',102.66,1.32,'04-Dec-2014',1.273,1.285797779,'AAA'
'Corp',104.27,2.2,'14-Dec-2013',1.973,2.109906972,'BBB'
'Corp',102.97,12.4,'13-Jun-2017',9.825,12.04234243,'B'
'Corp',112.96,6.37,'07-Oct-2017',4.253,5.639164306,'AA'
'Corp',136.05,6.06,'13-Sep-2028',3.503,4.454244763,'AAA'
'Corp',106.12,2,'06-Sep-2015',1.743,1.884658877,'AAA'
'Corp',122.56,5.44,'07-Apr-2018',3.597,4.438642298,'A'
'Corp',109.94,6.96,'07-Mar-2020',4.378,6.33072585,'BBB'
'Corp',108.33,6.8,'02-Feb-2098',4.445,6.277116219,'A'
'Corp',125.48,4.97,'07-Sep-2033',3.213,3.960790564,'AAA'
'Corp',125.51,6,'22-Mar-2037',3.708,4.780495578,'BBB'
'Corp',123.84,5.14,'08-Nov-2019',3.68,4.150516796,'AAA'
'Corp',103.65,5.71,'15-Jul-2041',4.282,5.508924264,'A'
'Corp',106.97,3.94,'07-Oct-2020',3.124,3.683275685,'A'
'Corp',119.83,5.46,'11-Mar-2017',3.554,4.556454978,'AA'
'Corp',105.49,4.28,'10-Nov-2029',3.633,4.057256612,'AAA'
'Corp',107.91,8.26,'09-Mar-2017',4.877,7.654526921,'BB'
'Corp',128.62,5.3,'28-Sep-2024',3.359,4.120665526,'AAA'
'Corp',131.49,7.87,'05-Jul-2030',4.72,5.985246026,'BBB'
'Corp',112.27,5.6,'16-May-2035',4.424,4.987975416,'BBB'
'Corp',107.05,6.46,'30-Mar-2018',4.375,6.034563288,'A'
'Corp',85.71,5.95,'21-Sep-2029',4.687,6.942013767,'BBB'
'Corp',105.08,6.3,'19-Sep-2015',4.276,5.995432052,'BB'
'Corp',106.38,6.06,'06-Aug-2037',4.16,5.696559504,'AA'
'Corp',100.97,1.95,'01-Jul-2014',1.83,1.931266713,'A'
'Corp',124.41,5.58,'05-Jul-2041',3.817,4.485170002,'BBB'
'Corp',101.38,1.02,'28-Aug-2015',0.974,1.006115605,'AAA'
'Corp',91.15,7.41,'19-May-2017',6.681,8.129456939,'CCC'
'Corp',99.36,7.81,'18-Aug-2024',4.937,7.860305958,'BB'
'Corp',114.13,6.61,'15-Jun-2040',5.28,5.791641111,'A'
'Corp',98.18,6.46,'26-Nov-2017',5.942,6.579751477,'BB'
'Corp',100.44,7.71,'11-Nov-2018',6.035,7.676224612,'CCC'
'Corp',102.76,0.96,'28-May-2015',0.922,0.934215648,'AAA'
'Corp',108.54,2.99,'20-Oct-2014',2.458,2.754744795,'AAA'
'Corp',109.69,5.32,'13-Sep-2014',3.639,4.850031908,'AA'
'Corp',129.94,7.22,'09-Mar-2019',4.048,5.556410651,'A'
'Corp',108.6,3.1,'02-Jun-2015',2.809,2.854511971,'AA'
'Corp',133.84,7.92,'25-Jan-2019',4.361,5.917513449,'BBB'
'Corp',117.28,6.87,'19-May-2014',5.017,5.857776262,'A'
'Corp',130.13,7.12,'04-Oct-2018',4.142,5.471451625,'A'
'Corp',115.82,4.73,'18-Feb-2021',3.29,4.083923329,'A'
'Corp',135.03,6.83,'20-Apr-2038',4.073,5.058135229,'A'
'Corp',99.12,3.99,'03-Apr-2015',3.31,4.025423729,'A'
'Corp',109.96,6.4,'14-May-2014',4.862,5.82029829,'BBB'
'Corp',72.63,7.72,'29-Jan-2027',5.914,10.62921658,'CCC'
'Corp',102.73,7.73,'28-May-2038',6.792,7.524578993,'A'
'Corp',102.1,5.81,'18-May-2014',4.919,5.69049951,'BBB'
'Corp',110.91,8.83,'10-Jul-2016',5.524,7.961410152,'B'
'Corp',108.84,8.09,'09-Aug-2013',2.785,7.43292907,'BB'
'Corp',120.05,5.82,'13-Nov-2017',4.264,4.847980008,'A'
'Corp',155.84,8.45,'04-Jul-2022',4.42,5.422227926,'AAA'
'Corp',95.77,6.83,'25-Aug-2016',4.672,7.131669625,'B'
'Corp',105.88,5.25,'13-Oct-2015',3.939,4.958443521,'A'
'Corp',102.37,2.04,'29-Jul-2016',1.86,1.99277132,'A'
'Corp',110.17,6.08,'28-Dec-2016',4.621,5.51874376,'BBB'
'Corp',103.28,2.74,'20-Jul-2021',2.409,2.652982184,'A'
'Corp',105.51,3.24,'18-Feb-2016',2.648,3.070798976,'A'
'Corp',112.15,9.59,'16-Oct-2017',5.661,8.551047704,'BB'
'Corp',90.12,5.34,'03-Feb-2018',4.283,5.925432756,'A'
'Corp',104.01,5.38,'25-Dec-2015',4.468,5.17257956,'BBB'
'Corp',119.45,5.56,'26-Jan-2020',3.705,4.654667225,'A'
'Corp',139.29,7.36,'05-May-2036',4.425,5.283939981,'A'
'Corp',130.23,9,'05-Jan-2019',5.202,6.910850035,'BBB'
'Corp',106.58,5.57,'27-Feb-2021',3.881,5.226121223,'BBB'
'Corp',102.54,3.59,'06-Jan-2017',3.119,3.501072752,'BBB'
'Corp',103.98,1.34,'19-Jul-2013',0.728,1.288709367,'AAA'
'Corp',112.48,5.46,'07-Nov-2020',4.17,4.854196302,'A'
'Corp',113.72,5.87,'24-Aug-2016',3.85,5.161800915,'BBB'
'Corp',120.93,5.68,'13-Dec-2017',4.455,4.696932109,'AA'
'Corp',114.16,10.41,'04-May-2014',6.304,9.118780659,'BB'
'Corp',112.06,7.39,'10-Oct-2019',4.744,6.594681421,'BBB'
'Corp',141.92,5.58,'28-Jun-2037',3.524,3.931792559,'AAA'
'Corp',104.91,6.16,'12-Sep-2030',4.198,5.871699552,'AA'
'Corp',93.92,6.66,'28-Jul-2018',4.827,7.091141397,'B'
'Corp',102.58,1.09,'12-Dec-2015',1.055,1.062585299,'AAA'
'Corp',95.93,6.77,'19-Oct-2026',5.1,7.05722923,'A'
'Corp',109.76,4.7,'18-Jul-2013',1.7,4.282069971,'AAA'
'Corp',109.16,3.96,'05-Oct-2017',3.079,3.627702455,'CCC'
'Corp',112.39,6.33,'08-Nov-2015',4.705,5.632173681,'BBB'
'Corp',108.66,10.43,'07-Apr-2018',5.823,9.598748389,'B'
'Corp',101.79,1.53,'01-Dec-2016',1.494,1.503094607,'AAA'
'Corp',108.58,4.53,'07-Jul-2013',1.511,4.17203905,'AAA'
'Corp',102.22,1.23,'26-Oct-2014',1.156,1.203287028,'AAA'
'Corp',84.65,5.97,'26-Sep-2029',4.772,7.052569403,'BBB'
'Corp',90.96,5.11,'09-Mar-2018',4.076,5.617854002,'A'
'Corp',100,3.88,'22-Nov-2021',3.637,3.88,'A'
'Corp',131.4,7.34,'03-Dec-2025',5.432,5.585996956,'A'
'Corp',101.62,4.94,'24-Apr-2015',3.988,4.861247786,'A'
'Corp',108.26,10.32,'08-Jul-2016',6.187,9.532606688,'B'
'Corp',114.2,4.43,'29-Sep-2015',3.205,3.87915937,'AAA'
'Corp',103.21,6.09,'10-Aug-2020',4.229,5.900591028,'BBB'
'Corp',104.05,1.91,'30-Jul-2016',1.726,1.835655935,'A'
'Corp',107.91,5.78,'31-Aug-2013',2.656,5.356315448,'AA'
'Corp',87.87,6.34,'21-Aug-2031',4.708,7.215204279,'BBB'
'Corp',102.12,9.23,'08-Apr-2022',5.662,9.038386212,'B'
'Corp',92.64,5.09,'24-Jul-2020',4.166,5.494386874,'A'
'Corp',93.31,6.33,'23-Jun-2036',5.583,6.783838817,'A'
'Corp',104.22,4.5,'22-Dec-2015',3.913,4.317789292,'A'
'Corp',101.34,1.59,'15-May-2016',1.533,1.568975725,'AAA'
'Corp',105.67,2.38,'06-Jul-2015',2.114,2.25229488,'AA'
'Corp',120.09,5.37,'24-Feb-2017',3.498,4.471646265,'AAA'
'Corp',81.69,6.53,'13-Jun-2034',7.109,7.993634472,'BBB'
'Corp',99.06,3.24,'19-Feb-2016',2.783,3.270745003,'A'
'Corp',72.28,7.97,'14-Nov-2016',7.93,11.02656336,'B'
'Corp',111.39,7.96,'19-May-2020',6.041,7.146063381,'BB'
'Corp',85.67,4.66,'13-Oct-2014',4.192,5.439477063,'CCC'
'Corp',118.2,7.83,'07-Jan-2020',5.005,6.624365482,'BBB'
'Corp',101.76,2.29,'27-Jan-2017',2.075,2.250393082,'AAA'
'Corp',85.34,6.97,'13-Nov-2025',6.398,8.167330677,'BB'
'Corp',92.77,8.46,'24-Feb-2014',5.005,9.119327369,'CCC'
'Corp',112.22,5.92,'29-Aug-2016',3.903,5.275351987,'AA'
'Corp',101.08,1.82,'24-Jun-2014',1.732,1.800554017,'BB'
'Corp',104.83,6.56,'25-Jul-2021',4.516,6.257750644,'BB'
'Corp',114.98,6.22,'03-Sep-2017',3.969,5.409636459,'A'
'Corp',121.72,6.13,'13-Jun-2018',4.747,5.036148538,'BBB'
'Corp',87.54,6.86,'21-Apr-2021',5.489,7.836417638,'BBB'
'Corp',104.72,5.78,'17-Jan-2021',4.26,5.519480519,'BB'
'Corp',115.03,8.5,'21-Nov-2018',6.299,7.389376684,'BB'
'Corp',106.97,3.31,'02-Nov-2020',2.823,3.094325512,'AA'
'Corp',109.76,7.92,'13-Apr-2020',5.063,7.21574344,'BBB'
'Corp',111.15,5.55,'18-Sep-2019',3.803,4.993252362,'A'
'Corp',104.8,5.96,'10-Feb-2023',4.134,5.687022901,'A'
'Corp',98.87,6.71,'22-Feb-2015',4.527,6.786689592,'BB'
'Corp',102.72,2.42,'12-May-2020',2.248,2.355919003,'AAA'
'Corp',95.1,7.05,'18-Jun-2017',6.266,7.413249211,'B'
'Corp',105.81,5.21,'24-Jan-2022',3.869,4.923920234,'BBB'
'Corp',122.95,6.86,'17-Dec-2025',5.025,5.579503863,'BBB'
'Corp',109.01,4.85,'17-Jan-2020',3.659,4.449133107,'BBB'
'Corp',103.56,1.91,'24-Aug-2013',1.285,1.844341445,'AA'
'Corp',117.66,4.06,'02-Mar-2019',2.897,3.450620432,'AAA'
'Corp',107.84,7.84,'19-Jan-2020',5.034,7.270029674,'BB'
'Corp',117.36,5.42,'01-May-2019',3.928,4.618268575,'AA'
'Corp',152.99,6.76,'06-Sep-2029',3.472,4.41858945,'AAA'
'Corp',104.76,3.61,'27-Dec-2025',3.161,3.445971745,'AAA'
'Corp',119.5,6.15,'01-Sep-2034',3.843,5.146443515,'A'
'Corp',116.35,4.99,'26-Feb-2019',3.398,4.288783842,'A'
'Corp',115.91,4.15,'28-Feb-2021',2.979,3.580364076,'A'
'Corp',113.59,4.57,'08-Mar-2015',3.221,4.023241483,'A'
'Corp',107.97,6.95,'31-Dec-2015',5.104,6.436973233,'BB'
'Corp',138.8,7.02,'17-Nov-2025',4.497,5.057636888,'A'
'Corp',105.61,6.03,'09-May-2038',4.78,5.709686583,'AA'
'Corp',112.8,5.05,'03-Nov-2017',3.855,4.476950355,'AA'
'Corp',119.56,4.91,'27-Feb-2019',3.294,4.106724657,'A'
'Corp',87.06,6.34,'22-Dec-2018',5.934,7.282334023,'B'
'Corp',102.19,3.48,'05-Nov-2021',3.086,3.405421274,'BBB'
'Corp',118.03,4.96,'18-Nov-2016',3.848,4.202321444,'AAA'
'Corp',115.3,4.96,'16-Oct-2040',3.575,4.301821336,'AA'
'Corp',105.03,7.8,'27-Jun-2015',5.758,7.426449586,'BB'
'Corp',91.98,5.5,'17-Nov-2029',5.167,5.979560774,'A'
'Corp',120.81,6.84,'14-Feb-2018',4.106,5.661782965,'A'
'Corp',93.2,5.96,'30-Dec-2014',5.074,6.394849785,'B'
'Corp',99.39,3.41,'06-Jan-2016',3.065,3.430928665,'A'
'Corp',101.65,2.03,'23-Dec-2017',1.938,1.997048697,'AAA'
'Corp',108.92,7.06,'19-Aug-2013',2.757,6.48182152,'BBB'
'Corp',106.69,3.1,'04-Jun-2015',2.877,2.905614397,'AA'
'Corp',117.89,4.46,'20-Jul-2040',3.216,3.783187717,'AA'
'Corp',104,5.7,'02-Mar-2014',3.751,5.480769231,'B'
'Corp',117.7,7.12,'04-Sep-2016',4.254,6.049277825,'BBB'
'Corp',113.35,4.39,'17-May-2015',3.557,3.872959859,'AAA'
'Corp',118.99,8.15,'26-Feb-2018',4.568,6.849315068,'BB'
'Corp',92.99,6.31,'04-Jul-2015',5.164,6.785675879,'B'
'Corp',102.08,4.61,'01-Oct-2021',3.607,4.516065831,'AA'
'Corp',82.53,7.41,'24-Jun-2015',6.723,8.978553253,'B'
'Corp',127.77,6.5,'31-Oct-2018',4.22,5.087266181,'A'
'Corp',101.11,2.36,'30-Sep-2016',2.131,2.334091583,'A'
'Corp',95.58,7.34,'16-Sep-2017',4.923,7.679430843,'B'
'Corp',101.5,1.29,'15-Nov-2014',1.239,1.270935961,'AAA'
'Corp',111.55,5.91,'27-May-2014',4.859,5.298072613,'BBB'
'Corp',88.76,5.52,'23-Mar-2016',4.403,6.219017575,'BBB'
'Corp',99.66,3.66,'13-Jul-2015',3.181,3.672486454,'A'
'Corp',92.89,6.55,'10-May-2036',5.638,7.05135106,'A'
'Corp',99.76,7.1,'17-Feb-2028',4.684,7.117080994,'B'
'Corp',106.26,3.68,'19-Oct-2020',3.031,3.463203463,'BBB'
'Corp',103.33,4.45,'15-Apr-2015',3.556,4.306590535,'A'
'Corp',104.98,3.67,'01-Dec-2026',3.421,3.495903982,'AAA'
'Corp',119.71,5.42,'22-Mar-2017',3.57,4.527608387,'A'
'Corp',102.83,5.23,'02-Jun-2023',4.931,5.086064378,'AA'
'Corp',134.98,8.27,'02-Nov-2018',4.885,6.126833605,'A'
'Corp',104.51,5.1,'28-Jul-2025',3.814,4.879915798,'AA'
'Corp',131.97,6.51,'06-Jun-2038',4.912,4.932939304,'A'
'Corp',103.34,2.11,'23-Nov-2016',1.994,2.041803755,'AA'
'Corp',111.59,5.64,'02-Oct-2017',3.91,5.054216328,'AA'
'Corp',111.66,4.11,'01-Jul-2015',3.288,3.680816765,'AA'
'Corp',91.57,7.34,'31-Jul-2018',5.126,8.015725674,'B'
'Corp',115.67,7.39,'15-Aug-2018',4.413,6.388864874,'BBB'
'Corp',113.37,7.23,'30-Mar-2015',4.508,6.377348505,'BB'
'Corp',45.49,6.5,'18-Oct-2034',7.4,14.28885469,'CC'
'Corp',102.02,4.12,'21-Oct-2021',3.441,4.038423838,'BBB'
'Corp',89.44,6.64,'22-May-2019',6.373,7.423971377,'B'
'Corp',102.28,2.82,'20-Sep-2020',2.439,2.75713727,'AAA'
'Corp',103.19,1.12,'08-Feb-2014',0.984,1.08537649,'AAA'
'Corp',107.61,5.55,'31-Mar-2016',3.949,5.157513242,'BBB'
'Corp',99.99,3.52,'20-Sep-2020',2.963,3.520352035,'A'
'Corp',112.86,6.81,'28-Jul-2018',4.383,6.034024455,'BBB'
'Corp',108.66,3.1,'19-Jun-2017',2.734,2.852935763,'A'
'Corp',103.92,5.53,'23-Nov-2020',4.843,5.321401078,'BB'
'Corp',128.17,7.88,'05-Jul-2027',4.809,6.148084575,'BBB'
'Corp',91.26,6.47,'26-Dec-2019',5.625,7.089634013,'B'
'Corp',103.09,5.34,'04-Aug-2020',3.924,5.179939858,'A'
'Corp',118.22,4.59,'20-Apr-2018',3.329,3.882591778,'AAA'
'Corp',104.33,8.19,'11-Dec-2020',7.228,7.850091057,'BBB'
'Corp',126.98,6.04,'21-Jul-2018',3.802,4.756654591,'AAA'
'Corp',128.88,6.46,'31-Oct-2018',4.173,5.012414649,'A'
'Corp',113.75,4.49,'21-Oct-2040',3.379,3.947252747,'AAA'
'Corp',111.89,5.8,'01-Jan-2016',4.333,5.183662526,'BBB'
'Corp',106.77,5.17,'21-Dec-2013',4.077,4.842184134,'AA'
'Corp',129.64,8.02,'18-May-2016',5.342,6.186362234,'AAA'
'Corp',98.53,5.56,'09-May-2014',4.659,5.642951385,'BBB'
'Corp',109.55,3.5,'14-Jan-2015',2.811,3.194888179,'AAA'
'Corp',102.84,2.54,'07-May-2020',2.33,2.469856087,'AA'
'Corp',121.78,6.86,'06-Dec-2039',5.604,5.633108885,'A'
'Corp',102.6,6.84,'06-Oct-2033',4.725,6.666666667,'BBB'
'Corp',113.53,6.25,'31-May-2014',5.172,5.505152823,'A'
'Corp',108.02,3.48,'28-May-2014',3.06,3.221625625,'AAA'
'Corp',106.18,2.79,'07-Feb-2016',2.345,2.627613487,'A'
'Corp',128.22,6.61,'24-Dec-2016',4.484,5.155201997,'AAA'
'Corp',104.53,4.01,'02-Dec-2026',3.758,3.836219267,'AAA'
'Corp',102.18,5.47,'04-Mar-2017',3.944,5.353298101,'BBB'
'Corp',87.2,6.05,'17-Mar-2019',4.659,6.938073394,'B'
'Corp',100.32,1.52,'22-Dec-2016',1.489,1.515151515,'A'
'Corp',105.43,7.03,'07-Oct-2039',4.738,6.667931329,'A'
'Corp',94.91,6.21,'10-Jul-2029',4.894,6.543040775,'A'
'Corp',99.56,7.56,'07-Jun-2021',7.539,7.593411008,'BB'
'Corp',116.96,5.91,'22-Sep-2017',3.85,5.053009576,'BBB'
'Corp',108.15,8.36,'22-Jul-2021',5.159,7.730004623,'B'
'Corp',104.67,2.53,'18-Jun-2018',2.346,2.417120474,'AAA'
'Corp',102.88,5.69,'13-Jun-2014',5.129,5.530715397,'BB'
'Corp',120.35,5.65,'18-Sep-2016',3.646,4.694640631,'A'
'Corp',104.52,5.11,'21-Mar-2028',3.761,4.889016456,'AAA'
'Corp',96.94,6.58,'26-Jul-2017',4.73,6.787703734,'BBB'
'Corp',110.93,6.77,'15-Jun-2017',5.522,6.102947805,'BBB'
'Corp',113.64,5.39,'29-Jun-2033',4.089,4.743048222,'A'
'Corp',113.04,5.9,'03-Feb-2020',3.95,5.219391366,'BBB'
'Corp',101.29,1.06,'13-Sep-2015',1.012,1.046500148,'AAA'
'Corp',107.43,2.73,'26-Apr-2016',2.349,2.541189612,'A'
'Corp',114.48,6.54,'16-Feb-2015',4.092,5.71278826,'BBB'
'Corp',90.25,6.37,'16-Mar-2034',4.699,7.058171745,'BBB'
'Corp',101.31,1.37,'26-Aug-2016',1.295,1.352285066,'A'
'Corp',102.99,2.28,'18-Aug-2016',2.021,2.213807166,'AA'
'Corp',117.32,4.7,'24-Jan-2016',3.33,4.006137061,'AAA'
'Corp',91.07,5.91,'09-Feb-2037',4.483,6.489513561,'A'
'Corp',102.52,6.92,'10-May-2015',5.451,6.749902458,'B'
'Corp',112.49,5.41,'07-Sep-2015',3.671,4.809316384,'AA'
'Corp',108.56,6.92,'08-Feb-2037',4.442,6.374355195,'A'
'Corp',101.17,1.09,'04-Sep-2015',1.041,1.077394485,'AAA'
'Corp',128.76,5.16,'07-Jun-2022',3.997,4.007455732,'AAA'
'Corp',113.92,8.6,'19-May-2014',6.194,7.549157303,'BBB'
'Corp',108.64,5.08,'05-Sep-2013',2.493,4.675994109,'A'
'Corp',107.44,5.66,'22-Apr-2015',4.205,5.26805659,'BBB'
'Corp',113.6,5.53,'04-Nov-2018',4.135,4.867957746,'AA'
'Corp',114.93,5.45,'08-Oct-2016',3.78,4.74201688,'A'
'Corp',99.55,6.06,'07-Mar-2018',4.277,6.08739327,'AA'
'Corp',97.67,7.49,'25-Oct-2017',5.513,7.66868025,'B'
'Corp',105.09,1.55,'18-Nov-2015',1.442,1.474926254,'AAA'
'Corp',91.86,6.73,'21-May-2019',6.256,7.326366209,'B'
'Corp',105.48,3,'18-Nov-2020',2.705,2.844141069,'AAA'
'Corp',123.68,5.87,'14-Nov-2017',4.207,4.746119017,'A'
'Corp',106.8,6.05,'23-Mar-2016',4.153,5.664794007,'BBB'
'Corp',122.82,6.93,'02-Feb-2016',4.157,5.642403517,'BBB'
'Corp',131.53,7.85,'14-Jan-2022',4.534,5.968220178,'A'
'Corp',96.01,7.21,'08-May-2018',5.83,7.509634413,'B'
'Corp',108.7,4.01,'28-Mar-2014',2.91,3.689052438,'AA'
'Corp',105.18,1.41,'17-Nov-2015',1.312,1.340559042,'AAA'
'Corp',111.38,4.8,'19-Feb-2020',3.416,4.309570839,'BBB'
'Corp',126.22,7.03,'06-Mar-2019',4.047,5.569640311,'A'
'Corp',116.42,4.93,'14-Jan-2016',3.549,4.234667583,'AAA'
'Corp',102.34,2.25,'31-Dec-2018',2.098,2.19855384,'AAA'
'Corp',131.65,8.21,'12-Feb-2016',4.36,6.236232434,'AAA'
'Corp',122.69,4.97,'22-Jun-2028',3.706,4.050859891,'AAA'
'Corp',108.77,6.63,'31-Dec-2017',4.912,6.095430725,'BBB'
'Corp',145.53,8.89,'03-Feb-2021',4.364,6.108706109,'A'
'Corp',129.62,5.63,'12-May-2021',3.874,4.343465515,'AAA'
'Corp',137.02,5.58,'29-May-2038',3.911,4.07239819,'AAA'
'Corp',104.2,2.95,'16-Jun-2016',2.738,2.83109405,'A'
'Corp',110.57,8.56,'21-Jul-2018',5.181,7.741702089,'BB'
'Corp',45.39,8.94,'07-Oct-2016',7.83,19.69596827,'CCC'
'Corp',96.12,6.23,'13-Jun-2029',5.944,6.481481481,'A'
'Corp',118.66,4.55,'08-Sep-2019',3.139,3.834485083,'AAA'
'Corp',105.41,2.63,'19-Jun-2016',2.41,2.495019448,'A'
'Corp',102.06,5.42,'03-Mar-2020',3.923,5.310601607,'BBB'
'Corp',104.05,1.82,'09-Nov-2015',1.688,1.749159058,'AAA'
'Corp',106.31,3.5,'18-Feb-2021',2.801,3.292258489,'BBB'
'Corp',106.4,5.9,'22-Aug-2023',4.034,5.545112782,'AA'
'Corp',120.54,4.95,'20-Aug-2040',3.3,4.106520657,'A'
'Corp',110.95,7.67,'01-Jun-2017',6.533,6.913023885,'BB'
'Corp',126.87,7.59,'27-Apr-2016',4.7,5.982501773,'A'
'Corp',110.51,4.61,'31-Oct-2013',3.071,4.171568184,'AAA'
'Corp',117.15,9.36,'15-May-2021',6.39,7.989756722,'A'
'Corp',112.6,6.07,'14-Aug-2019',3.981,5.390763766,'AA'
'Corp',117.28,5.09,'30-Sep-2016',3.499,4.340040928,'AAA'
'Corp',108.32,6.47,'04-Oct-2028',4.388,5.973042836,'BBB'
'Corp',104.9,5.34,'16-Oct-2022',4.049,5.09056244,'AA'
'Corp',112.05,4.7,'17-Oct-2014',3.459,4.194556002,'AAA'
'Corp',94.07,6.87,'13-Apr-2019',5.1,7.30307218,'BB'
'Corp',116.11,4.16,'20-Aug-2015',2.972,3.582809405,'AAA'
'Corp',110.05,3.14,'29-Mar-2016',2.519,2.853248523,'AAA'
'Corp',130.56,5.9,'29-Jan-2027',3.609,4.518995098,'AAA'
'Corp',138.76,8.95,'06-Jan-2019',4.943,6.449985587,'AA'
'Corp',98.03,8.37,'27-Oct-2020',5.955,8.538202591,'B'
'Corp',118.43,5.3,'13-Dec-2016',4.261,4.475217428,'A'
